source,target,weight
A5061332152,A5076945065,4
A5061332152,A5108850616,1
A5061332152,A5073182215,2
A5061332152,A5036520383,1
A5061332152,A5073961077,1
A5068398026,A5052937759,2
A5068398026,A5057600108,1
A5068398026,A5020785151,5
A5068398026,A5056815476,1
A5068398026,A5076945065,4
A5068398026,A5108850616,1
A5068398026,A5073182215,2
A5068398026,A5036520383,1
A5068398026,A5073961077,1
A5014209082,A5072707677,1
A5021292806,A5078022401,1
A5021292806,A5060429609,1
A5021292806,A5078522070,1
A5021292806,A5091968955,1
A5021292806,A5080476765,1
A5021292806,A5003396849,1
A5021292806,A5014938626,1
A5021292806,A5002827253,1
A5078022401,A5060429609,1
A5110573321,A5045277826,1
A5110573321,A5005047524,1
A5110573321,A5039339494,1
A5110573321,A5073908772,1
A5110573321,A5042275039,1
A5079947544,A5014446590,4
A5079947544,A5010882179,6
A5079947544,A5014362711,3
A5079947544,A5033393657,1
A5079947544,A5050385284,1
A5079947544,A5012042206,3
A5079947544,A5107908300,1
A5079947544,A5029178928,1
A5079947544,A5075072315,1
A5079947544,A5012355715,1
A5079947544,A5010307491,1
A5079947544,A5084022579,1
A5079947544,A5059892810,1
A5079947544,A5026319239,1
A5014446590,A5010882179,5
A5014446590,A5014362711,2
A5014446590,A5033393657,1
A5014446590,A5050385284,1
A5014446590,A5012042206,2
A5014446590,A5026319239,1
A5010882179,A5014362711,3
A5010882179,A5033393657,1
A5010882179,A5050385284,1
A5010882179,A5012042206,5
A5010882179,A5107908300,1
A5010882179,A5026319239,2
A5010882179,A5051704996,1
A5010882179,A5104753098,1
A5010882179,A5009865975,1
A5010882179,A5014247682,1
A5010882179,A5083743252,1
A5010882179,A5000164844,1
A5010882179,A5086241692,1
A5010882179,A5088838623,1
A5010882179,A5101884633,1
A5010882179,A5002953807,1
A5010882179,A5011418488,1
A5010882179,A5022270322,1
A5010882179,A5009714575,1
A5010882179,A5025657852,1
A5010882179,A5100681381,1
A5010882179,A5035021719,1
A5010882179,A5111349661,1
A5010882179,A5027527648,1
A5010882179,A5113714554,1
A5010882179,A5016981467,1
A5010882179,A5086419990,1
A5010882179,A5113211574,1
A5010882179,A5036850374,1
A5010882179,A5084845414,1
A5010882179,A5107276587,1
A5010882179,A5053530979,1
A5010882179,A5010001093,1
A5010882179,A5068659658,1
A5014362711,A5033393657,1
A5014362711,A5050385284,1
A5014362711,A5012042206,1
A5014362711,A5107908300,1
A5014362711,A5053995609,2
A5014362711,A5011297917,6
A5014362711,A5078162843,2
A5014362711,A5058692331,1
A5014362711,A5010420002,1
A5014362711,A5089075576,1
A5014362711,A5009547395,1
A5014362711,A5055641789,1
A5014362711,A5013383889,2
A5014362711,A5115720696,1
A5033393657,A5050385284,1
A5050385284,A5001100117,1
A5050385284,A5026319239,1
A5050385284,A5038934404,1
A5046942020,A5002945095,5
A5046942020,A5101613907,1
A5002945095,A5101613907,1
A5002945095,A5123927654,1
A5012042206,A5107908300,1
A5012042206,A5026319239,2
A5012042206,A5051704996,1
A5012042206,A5104753098,1
A5012042206,A5009865975,1
A5012042206,A5014247682,1
A5012042206,A5083743252,1
A5012042206,A5000164844,1
A5012042206,A5086241692,1
A5012042206,A5088838623,1
A5012042206,A5101884633,1
A5012042206,A5002953807,1
A5012042206,A5011418488,1
A5012042206,A5022270322,1
A5012042206,A5009714575,1
A5012042206,A5025657852,1
A5012042206,A5100681381,1
A5012042206,A5035021719,1
A5012042206,A5111349661,1
A5012042206,A5027527648,1
A5012042206,A5113714554,1
A5012042206,A5016981467,1
A5012042206,A5086419990,1
A5012042206,A5113211574,1
A5012042206,A5036850374,1
A5012042206,A5084845414,1
A5012042206,A5107276587,1
A5012042206,A5053530979,1
A5012042206,A5010001093,1
A5012042206,A5068659658,1
A5044829491,A5046981823,2
A5044829491,A5101292188,1
A5044829491,A5094583817,1
A5044829491,A5092859826,1
A5044829491,A5066154677,1
A5044829491,A5094583818,1
A5046981823,LOCAL_A000100,2
A5046981823,A5003678121,1
A5046981823,A5034642372,2
A5046981823,A5047998559,1
A5046981823,A5087016803,1
A5046981823,A5003667222,3
A5046981823,A5091523962,1
A5046981823,A5108271314,2
A5046981823,A5078113857,1
A5046981823,A5101289672,1
A5046981823,A5101289673,1
A5046981823,A5108892405,1
A5046981823,A5113091446,1
A5046981823,A5101292188,2
A5046981823,A5094583817,1
A5046981823,A5092859826,3
A5046981823,A5066154677,3
A5046981823,A5094583818,1
A5046981823,A5113239988,1
A5046981823,A5109666631,1
A5046981823,A5114245107,1
A5046981823,A5052612735,1
A5046981823,A5113430687,1
A5046981823,A5084751540,1
A5005047524,A5039339494,1
A5005047524,A5073908772,1
A5005047524,A5042275039,1
A5039339494,A5073908772,1
A5039339494,A5042275039,1
A5073908772,A5042275039,1
A5073908772,A5015697783,1
A5073908772,A5101446353,1
A5073908772,A5079116380,1
A5073908772,A5015099323,1
A5073908772,A5013681893,1
A5073908772,A5074976419,1
A5073908772,A5027177538,1
A5073908772,A5087961624,1
A5073908772,A5101310980,1
A5067398066,A5055240240,3
A5067398066,A5040567185,2
A5055240240,A5040567185,2
A5005903867,A5079721281,1
A5005903867,A5081322932,1
A5005903867,A5060394256,1
A5005903867,A5110733360,1
A5079721281,A5081322932,1
A5079721281,A5060394256,1
A5079721281,A5110733360,1
A5081322932,A5060394256,1
A5081322932,A5110733360,1
A5081322932,A5081382082,1
A5081322932,A5039137182,1
A5081322932,A5100766548,3
A5081322932,A5001365679,1
A5081322932,A5066381765,1
A5081322932,A5053330063,1
A5081322932,A5104122021,1
A5081322932,A5101207218,1
A5081322932,A5065997378,1
A5081322932,A5104075025,1
A5081322932,A5114156207,1
A5081322932,A5101279534,1
A5081322932,A5093492663,1
A5081322932,A5113071500,1
A5081322932,A5011627378,1
A5081322932,A5102592280,1
A5081322932,A5013260322,1
A5081322932,A5118752430,1
A5081322932,LOCAL_A000573,1
A5081322932,A5026934828,1
A5081322932,A5119227694,1
A5060394256,A5110733360,1
A5065444985,A5081151430,1
A5065444985,A5087602214,1
A5065444985,A5110817724,1
A5065444985,A5065231184,1
A5065444985,A5008909699,1
A5065444985,A5101918597,1
A5081151430,A5087602214,1
A5081151430,A5110817724,1
A5081151430,A5065231184,1
A5081151430,A5008909699,1
A5081151430,A5101918597,1
A5087602214,A5110817724,1
A5087602214,A5065231184,1
A5087602214,A5008909699,1
A5087602214,A5101918597,1
A5110817724,A5065231184,1
A5110817724,A5008909699,1
A5110817724,A5101918597,1
A5065231184,A5008909699,1
A5065231184,A5101918597,1
A5008909699,A5101918597,1
A5049698133,A5066264424,1
A5049698133,A5036059136,1
A5049698133,A5022979224,4
A5049698133,A5112851593,2
A5049698133,A5024449095,2
A5049698133,A5055365606,1
A5049698133,A5113047463,1
A5049698133,A5061363296,1
A5049698133,A5068549213,1
A5049698133,A5037185882,4
A5049698133,A5080092209,1
A5049698133,A5061317037,10
A5049698133,A5083435065,2
A5049698133,A5101648172,1
A5049698133,A5016510429,1
A5049698133,A5072269422,1
A5049698133,LOCAL_A000097,1
A5049698133,A5085301677,1
A5049698133,A5102966597,1
A5049698133,A5091554286,1
A5049698133,A5092687136,8
A5049698133,A5035584901,3
A5049698133,A5051697844,1
A5049698133,A5089855087,3
A5049698133,A5077582388,2
A5049698133,A5030451807,1
A5049698133,A5068286496,2
A5049698133,A5009326662,1
A5049698133,A5101369867,2
A5049698133,A5098960318,1
A5049698133,A5102749218,1
A5049698133,A5106257856,1
A5049698133,A5114329407,1
A5049698133,A5104331230,3
A5049698133,A5099244504,3
A5049698133,A5109802312,1
A5049698133,A5119547354,1
A5049698133,LOCAL_A000639,1
A5066264424,A5036059136,1
A5109484736,A5037825941,1
A5109484736,A5049089848,1
A5073647327,A5101932598,1
A5073647327,A5084615254,2
A5073647327,A5041057723,5
A5073647327,A5065302871,1
A5073647327,A5087293091,2
A5073647327,A5021838259,1
A5073647327,A5067659457,4
A5073647327,A5053892732,1
A5073647327,A5089470104,1
A5073647327,A5005289149,1
A5073647327,A5038895380,1
A5073647327,A5079571573,1
A5073647327,A5012675535,1
A5073647327,A5023835965,1
A5073647327,A5013777042,1
A5073647327,A5086990384,1
A5073647327,A5057929288,1
A5073647327,A5023052681,1
A5073647327,A5023875296,1
A5073647327,A5088433291,1
A5101608931,A5055940614,1
A5009681520,A5076541729,1
A5069939003,A5044845498,1
A5069939003,A5006309811,1
A5069939003,A5005894205,1
A5069939003,A5074819339,1
A5044845498,A5006309811,1
A5044845498,A5005894205,1
A5044845498,A5074819339,1
A5044845498,A5009564069,1
A5044845498,A5039582436,1
A5044845498,A5041050732,1
A5006309811,A5005894205,1
A5006309811,A5074819339,1
A5005894205,A5074819339,1
A5101966547,A5101640847,1
A5101966547,A5080870118,1
A5101640847,A5080870118,1
A5080870118,A5004191876,1
LOCAL_A000294,A5014499824,1
LOCAL_A000294,A5049942941,1
A5014499824,A5049942941,1
A5009564069,A5039582436,1
A5009564069,A5041050732,1
A5039582436,A5041050732,1
A5006188990,A5053552469,1
A5006188990,A5100648337,1
A5006188990,A5024981821,1
A5006188990,A5068826746,1
A5053552469,A5100648337,4
A5053552469,A5024981821,1
A5053552469,A5068826746,1
A5053552469,A5112653162,2
A5053552469,LOCAL_A000052,5
A5053552469,A5100752861,1
A5053552469,A5005338149,5
A5053552469,A5049701520,1
A5053552469,A5018538544,1
A5053552469,A5041023060,1
A5053552469,A5033971798,1
A5053552469,A5086418672,1
A5053552469,A5042185009,1
A5053552469,A5062516283,1
A5053552469,A5066740309,2
A5053552469,A5047114429,1
A5053552469,A5071979760,1
A5053552469,A5081741097,1
A5053552469,A5048989760,1
A5100648337,A5024981821,1
A5100648337,A5068826746,1
A5100648337,A5016877301,1
A5100648337,A5005338149,1
A5100648337,A5015211989,1
A5100648337,A5061957366,1
A5100648337,A5065553213,6
A5100648337,A5018538544,3
A5100648337,A5097765031,1
A5100648337,A5081741097,1
A5100648337,A5086096942,1
A5100648337,A5010890291,1
A5100648337,A5082263577,1
A5100648337,A5022284216,1
A5100648337,A5067149669,1
A5100648337,A5019911546,1
A5100648337,A5053119189,4
A5100648337,A5066740309,3
A5100648337,A5047114429,1
A5100648337,A5007637251,2
A5100648337,A5080808397,1
A5100648337,A5033103782,1
A5100648337,A5108312301,1
A5100648337,A5012612250,1
A5100648337,LOCAL_A000062,1
A5100648337,A5082387253,4
A5100648337,A5078012911,4
A5100648337,A5116808724,1
A5100648337,A5035585781,3
A5100648337,A5083053786,2
A5100648337,A5025132197,1
A5024981821,A5068826746,1
A5011756398,LOCAL_A000203,1
A5011756398,A5004974582,1
A5011756398,A5103120340,1
LOCAL_A000203,A5004974582,1
LOCAL_A000203,A5103120340,1
A5004974582,A5103120340,5
A5004974582,LOCAL_A000576,3
A5004974582,A5059457085,2
A5004974582,A5101997513,3
A5004974582,A5054226404,3
A5004974582,A5029973339,3
A5004974582,A5100840424,1
A5004974582,A5102761696,1
A5004974582,A5009778531,1
A5004974582,A5124964039,1
A5103120340,LOCAL_A000576,3
A5103120340,A5059457085,2
A5103120340,A5101997513,3
A5103120340,A5054226404,3
A5103120340,A5029973339,3
A5103120340,A5100840424,1
A5011444388,A5056815476,1
A5011444388,A5102388480,1
A5011444388,A5050217515,1
A5056815476,A5102388480,1
A5056815476,A5050217515,1
A5056815476,A5110748521,1
A5056815476,A5052937759,1
A5056815476,A5057600108,1
A5056815476,A5020785151,1
A5056815476,A5076945065,1
A5056815476,A5075708496,1
A5056815476,A5003187325,1
A5056815476,A5102865733,1
A5056815476,A5008470911,1
A5056815476,A5061799227,1
A5056815476,LOCAL_A000101,1
A5056815476,A5038741719,1
A5056815476,A5035059477,1
A5056815476,A5072055957,1
A5056815476,A5061693096,1
A5102388480,A5050217515,1
A5049067140,A5035968290,1
A5049067140,A5061376260,1
A5049067140,A5076315053,1
A5049067140,A5101103076,1
A5049067140,A5020643866,1
A5049067140,A5037668109,1
A5049067140,A5011289611,1
A5049067140,A5009585629,1
A5035968290,A5061376260,1
A5035968290,A5076315053,1
A5035968290,A5101103076,1
A5035968290,A5020643866,1
A5035968290,A5037668109,1
A5035968290,A5011289611,1
A5035968290,A5009585629,1
A5061376260,A5076315053,1
A5061376260,A5101103076,1
A5061376260,A5020643866,1
A5061376260,A5037668109,1
A5061376260,A5011289611,1
A5061376260,A5009585629,1
A5076315053,A5101103076,1
A5076315053,A5020643866,1
A5076315053,A5037668109,1
A5076315053,A5011289611,1
A5076315053,A5009585629,1
A5101103076,A5020643866,1
A5101103076,A5037668109,1
A5101103076,A5011289611,1
A5101103076,A5009585629,1
A5020643866,A5037668109,1
A5020643866,A5011289611,1
A5020643866,A5009585629,1
A5037668109,A5011289611,1
A5037668109,A5009585629,1
A5011289611,A5009585629,1
LOCAL_A000576,A5059457085,2
LOCAL_A000576,A5101997513,3
LOCAL_A000576,A5054226404,3
LOCAL_A000576,A5029973339,2
A5059457085,A5101997513,2
A5059457085,A5054226404,2
A5059457085,A5029973339,1
A5101997513,A5054226404,3
A5101997513,A5029973339,2
A5054226404,A5029973339,2
A5085620432,A5114132723,1
A5085620432,A5101103252,1
A5085620432,LOCAL_A000104,1
A5114132723,A5101103252,1
A5114132723,LOCAL_A000104,1
A5101103252,LOCAL_A000104,1
A5109344379,A5074180869,1
A5074180869,A5011741622,1
A5016269396,A5100612152,1
A5016269396,A5046435599,1
A5016269396,A5005028168,1
A5100612152,A5046435599,1
A5100612152,A5005028168,1
A5046435599,A5005028168,1
A5072941252,A5061973812,1
A5072941252,A5100338420,1
A5072941252,A5079461216,1
A5072941252,A5071688512,1
A5072941252,A5087117056,1
A5072941252,LOCAL_A000532,1
A5072941252,A5029102618,1
A5072941252,A5029163162,1
A5072941252,A5079259587,1
A5072941252,A5072683795,1
A5061973812,A5100338420,1
A5061973812,A5079461216,1
A5061973812,A5071688512,1
A5061973812,A5087117056,1
A5061973812,LOCAL_A000532,1
A5061973812,A5029102618,1
A5061973812,A5029163162,1
A5061973812,A5079259587,1
A5061973812,A5072683795,1
A5100338420,A5079461216,1
A5100338420,A5071688512,1
A5100338420,A5087117056,1
A5100338420,LOCAL_A000532,1
A5100338420,A5029102618,1
A5100338420,A5029163162,1
A5100338420,A5079259587,1
A5100338420,A5072683795,1
A5079461216,A5071688512,1
A5079461216,A5087117056,1
A5079461216,LOCAL_A000532,1
A5079461216,A5029102618,1
A5079461216,A5029163162,1
A5079461216,A5079259587,1
A5079461216,A5072683795,1
A5071688512,A5087117056,1
A5071688512,LOCAL_A000532,1
A5071688512,A5029102618,1
A5071688512,A5029163162,1
A5071688512,A5079259587,1
A5071688512,A5072683795,1
A5087117056,LOCAL_A000532,1
A5087117056,A5029102618,1
A5087117056,A5029163162,1
A5087117056,A5079259587,1
A5087117056,A5072683795,1
LOCAL_A000532,A5029102618,1
LOCAL_A000532,A5029163162,1
LOCAL_A000532,A5079259587,1
LOCAL_A000532,A5072683795,1
A5029102618,A5029163162,1
A5029102618,A5079259587,1
A5029102618,A5072683795,1
A5029163162,A5079259587,1
A5029163162,A5072683795,1
A5079259587,A5072683795,1
A5100352958,A5103955201,1
A5100352958,A5103138840,1
A5100352958,A5100715903,1
A5103955201,A5103138840,1
A5103955201,A5100715903,1
A5103138840,A5100715903,1
A5100715903,A5101569963,1
A5100715903,A5035799063,1
A5051802781,A5005197974,1
A5051802781,A5029624791,1
A5051802781,A5010372016,1
A5051802781,A5065210241,1
A5005197974,A5029624791,1
A5005197974,A5010372016,1
A5005197974,A5065210241,1
A5005197974,A5102885587,2
A5029624791,A5010372016,1
A5029624791,A5065210241,1
A5010372016,A5065210241,1
A5010372016,A5081945254,2
A5010372016,A5091576742,4
A5110699531,A5036004952,1
A5110699531,A5030649192,1
A5110699531,A5019495317,1
A5110699531,A5025022818,1
A5110699531,A5002976413,1
A5110699531,A5050227832,1
A5110699531,A5089278605,1
A5036004952,A5030649192,1
A5036004952,A5019495317,1
A5036004952,A5025022818,1
A5036004952,A5002976413,1
A5036004952,A5050227832,1
A5036004952,A5089278605,1
A5030649192,A5019495317,1
A5030649192,A5025022818,1
A5030649192,A5002976413,1
A5030649192,A5050227832,1
A5030649192,A5089278605,1
A5019495317,A5025022818,1
A5019495317,A5002976413,1
A5019495317,A5050227832,1
A5019495317,A5089278605,1
A5025022818,A5002976413,1
A5025022818,A5050227832,1
A5025022818,A5089278605,1
A5002976413,A5050227832,1
A5002976413,A5089278605,1
A5050227832,A5089278605,1
A5112653162,LOCAL_A000052,2
A5112653162,A5100752861,1
A5112653162,A5005338149,2
A5112653162,A5049701520,1
A5112653162,A5018538544,1
LOCAL_A000052,A5100752861,1
LOCAL_A000052,A5005338149,5
LOCAL_A000052,A5049701520,1
LOCAL_A000052,A5018538544,1
LOCAL_A000052,A5041023060,1
LOCAL_A000052,A5033971798,1
LOCAL_A000052,A5086418672,1
LOCAL_A000052,A5042185009,1
LOCAL_A000052,A5062516283,1
LOCAL_A000052,A5101761853,1
LOCAL_A000052,A5007637251,1
LOCAL_A000052,A5071979760,1
LOCAL_A000052,A5081741097,1
LOCAL_A000052,A5048989760,1
A5100752861,A5005338149,1
A5005338149,A5016877301,1
A5005338149,A5015211989,1
A5005338149,A5049701520,1
A5005338149,A5018538544,1
A5005338149,A5041023060,1
A5005338149,A5033971798,1
A5005338149,A5086418672,1
A5005338149,A5042185009,1
A5005338149,A5062516283,1
A5005338149,A5071979760,1
A5005338149,A5081741097,1
A5005338149,A5048989760,1
A5026614237,A5112331051,2
LOCAL_A000295,A5043963174,1
A5002965978,LOCAL_A000296,1
A5002965978,A5011606020,1
LOCAL_A000296,A5011606020,1
A5048867490,A5042447339,1
A5048867490,A5063544628,1
A5048867490,A5113139645,1
A5033679750,A5015110890,1
A5001785029,A5068564087,1
A5068564087,A5068896645,1
A5083945787,A5001311957,1
A5083945787,A5000830586,1
A5083945787,A5009692670,2
A5083945787,A5082250333,1
A5083945787,A5018119494,1
A5083945787,A5015610209,1
A5083945787,A5056368956,1
A5083945787,A5061860430,1
A5083945787,A5026074930,1
A5083945787,A5091576742,1
A5083945787,A5093464640,1
A5083945787,A5112230202,1
A5001311957,A5000830586,1
A5001311957,A5009692670,1
A5001311957,A5082250333,1
A5000830586,A5009692670,1
A5000830586,A5082250333,1
A5009692670,A5082250333,1
A5009692670,A5107618613,2
A5009692670,A5116034918,2
A5108738732,A5091622578,1
A5108738732,A5063731624,1
A5108738732,A5005524833,1
A5091622578,A5063731624,1
A5091622578,A5005524833,1
A5091622578,A5062647756,1
A5091622578,A5110933537,1
A5091622578,A5092593524,1
A5091622578,LOCAL_A000710,1
A5091622578,A5028355700,1
A5091622578,A5035306169,1
A5063731624,A5005524833,1
A5024514559,LOCAL_A000051,1
A5101569963,A5035799063,1
A5101569963,A5042559130,1
A5000817178,A5042362477,1
A5016165289,A5101972901,1
A5076098136,A5054786913,1
A5076098136,A5006705698,6
A5076098136,A5044990778,1
A5076098136,A5017639225,1
A5023835346,A5005768372,1
A5023835346,A5003970144,1
A5023835346,A5038225521,1
A5023835346,A5101925339,1
A5023835346,A5101149266,1
A5023835346,A5060415594,1
A5023835346,A5112608982,2
A5023835346,A5024027185,1
A5023835346,A5009575522,1
A5023835346,A5047214901,1
A5023835346,A5101585594,1
A5023835346,A5000897610,1
A5023835346,A5090696769,1
A5023835346,A5056888335,1
A5023835346,A5012248664,1
A5060415594,A5101925339,1
A5060415594,A5101149266,1
A5060415594,A5112608982,2
A5060415594,A5024027185,1
A5060415594,A5006405976,1
A5060415594,A5077856417,1
A5005768372,A5003970144,1
A5005768372,A5038225521,1
A5003970144,A5038225521,1
A5038225521,A5079652119,1
A5038225521,A5059207282,1
A5110750141,A5110958467,1
A5110750141,A5108954551,1
A5110958467,A5108954551,1
A5112608982,A5024027185,5
A5112608982,A5101925339,1
A5112608982,A5101149266,1
A5024027185,A5101925339,2
A5024027185,A5101149266,1
A5029973339,A5100840424,1
A5052778502,A5076045469,1
A5052778502,A5066490148,1
A5052778502,A5052054550,1
A5052778502,A5016425643,1
A5052778502,A5048057078,1
A5052778502,A5050026611,1
A5076045469,A5066490148,3
A5076045469,A5052054550,2
A5076045469,A5016425643,5
A5076045469,A5048057078,1
A5076045469,A5050026611,1
A5076045469,A5100631783,1
A5076045469,A5045332874,1
A5076045469,A5054805148,1
A5076045469,A5100717750,2
A5076045469,A5036684171,1
A5076045469,A5018943018,1
A5076045469,A5053113069,1
A5076045469,A5027584112,1
A5076045469,A5107919436,1
A5076045469,A5042961006,1
A5076045469,A5103258061,1
A5076045469,A5054046541,3
A5076045469,A5078263828,1
A5076045469,A5012148464,1
A5076045469,A5036250530,2
A5076045469,A5040375274,1
A5076045469,A5000192304,1
A5076045469,A5044593104,1
A5076045469,A5016895866,1
A5076045469,A5034971656,1
A5076045469,A5104142688,1
A5076045469,A5112894832,1
A5076045469,A5054233093,2
A5076045469,A5036382252,2
A5076045469,A5018594029,1
A5076045469,A5016059020,2
A5076045469,A5006133207,1
A5076045469,A5102396654,1
A5076045469,A5010412662,1
A5076045469,A5065602862,1
A5076045469,A5035821509,2
A5076045469,A5109622472,1
A5076045469,A5101475545,1
A5076045469,LOCAL_A000458,1
A5076045469,A5027351152,1
A5076045469,A5091390670,1
A5076045469,A5005681997,1
A5066490148,A5052054550,2
A5066490148,A5016425643,3
A5066490148,A5048057078,1
A5066490148,A5050026611,1
A5066490148,A5100631783,1
A5066490148,A5045332874,1
A5066490148,A5054805148,1
A5066490148,A5100717750,2
A5066490148,A5036684171,1
A5066490148,A5018943018,1
A5066490148,A5053113069,1
A5052054550,A5016425643,2
A5052054550,A5048057078,1
A5052054550,A5050026611,1
A5052054550,A5100631783,1
A5052054550,A5045332874,1
A5052054550,A5054805148,1
A5052054550,A5100717750,1
A5016425643,A5048057078,1
A5016425643,A5050026611,1
A5016425643,A5100631783,1
A5016425643,A5045332874,1
A5016425643,A5054805148,1
A5016425643,A5100717750,2
A5016425643,A5036684171,1
A5016425643,A5018943018,1
A5016425643,A5053113069,1
A5016425643,A5027584112,1
A5016425643,A5107919436,1
A5016425643,A5042961006,1
A5016425643,A5103258061,1
A5016425643,A5054046541,2
A5016425643,A5078263828,1
A5016425643,A5000192304,1
A5016425643,A5044593104,1
A5016425643,A5036250530,1
A5016425643,A5016895866,1
A5016425643,A5068433944,1
A5016425643,A5019098023,1
A5016425643,A5028355700,1
A5016425643,A5022231076,1
A5016425643,A5024813208,1
A5016425643,A5072884424,1
A5016425643,A5042739922,1
A5016425643,A5110917966,1
A5016425643,A5101613703,1
A5016425643,A5112633397,1
A5016425643,A5067409197,1
A5016425643,A5109711025,1
A5016425643,A5052409320,1
A5016425643,A5022294297,1
A5016425643,A5086812774,1
A5016425643,A5035306169,1
A5016425643,LOCAL_A000531,1
A5016425643,A5084985533,1
A5016425643,A5109994888,1
A5048057078,A5050026611,1
A5050026611,A5071122568,1
A5050026611,A5050043464,1
A5050026611,A5072572935,1
A5050026611,A5093290377,1
A5066900397,A5019250403,1
A5066900397,A5075209004,2
A5066900397,A5040031185,1
A5066900397,A5053429667,1
A5019250403,A5075209004,2
A5075209004,A5089334735,5
A5075209004,A5007636550,3
A5075209004,A5064437476,1
A5075209004,A5053429667,2
A5075209004,A5048412714,2
A5075209004,A5077159769,3
A5075209004,A5092925734,1
A5075209004,A5040031185,1
A5101925339,A5101149266,1
A5101149266,A5101937289,1
A5084701281,A5022572064,1
A5084701281,A5080989266,1
A5022572064,A5080989266,1
A5089334735,A5048412714,1
A5089334735,A5092925734,1
A5089334735,A5081983746,1
A5089334735,LOCAL_A000437,1
A5089334735,A5130918484,1
A5089334735,A5133627928,1
A5029178928,A5075072315,1
A5029178928,A5012355715,1
A5029178928,A5010307491,1
A5029178928,A5084022579,1
A5029178928,A5059892810,1
A5075072315,A5012355715,1
A5075072315,A5010307491,1
A5075072315,A5084022579,1
A5075072315,A5059892810,1
A5012355715,A5010307491,1
A5012355715,A5084022579,1
A5012355715,A5059892810,1
A5010307491,A5084022579,1
A5010307491,A5059892810,1
A5084022579,A5059892810,1
A5061293056,A5021286794,1
A5061293056,A5069934157,1
A5061293056,LOCAL_A000651,1
A5061293056,LOCAL_A000650,1
A5061293056,LOCAL_A000649,1
A5061293056,A5076030417,1
A5061293056,LOCAL_A000648,1
A5061293056,A5038068417,1
A5061293056,A5111275451,1
A5061293056,LOCAL_A000572,1
A5061293056,A5010191491,1
A5061293056,A5106258038,1
A5061293056,A5088952493,1
A5061293056,A5101974200,1
A5021286794,A5069934157,1
A5021286794,LOCAL_A000651,1
A5021286794,LOCAL_A000650,1
A5021286794,LOCAL_A000649,1
A5021286794,A5076030417,1
A5021286794,LOCAL_A000648,1
A5069934157,LOCAL_A000651,1
A5069934157,LOCAL_A000650,1
A5069934157,LOCAL_A000649,1
A5069934157,A5076030417,1
A5069934157,LOCAL_A000648,1
LOCAL_A000651,LOCAL_A000650,1
LOCAL_A000651,LOCAL_A000649,1
LOCAL_A000651,A5076030417,1
LOCAL_A000651,LOCAL_A000648,1
LOCAL_A000650,LOCAL_A000649,1
LOCAL_A000650,A5076030417,1
LOCAL_A000650,LOCAL_A000648,1
LOCAL_A000649,A5076030417,1
LOCAL_A000649,LOCAL_A000648,1
A5076030417,LOCAL_A000648,1
A5016877301,A5015211989,1
A5097051672,A5101690410,1
A5101690410,A5101815460,1
A5101690410,A5108233925,1
A5101690410,A5085150492,1
A5101690410,A5079480834,1
A5101690410,A5069826673,1
A5101690410,A5103133298,1
A5101690410,A5090730240,1
A5101690410,A5103112755,1
A5101690410,A5031031874,1
A5024404261,A5013667478,1
A5024404261,A5065666743,1
A5013667478,A5065666743,1
A5080052377,A5074131915,1
A5080052377,A5063172364,1
A5080052377,A5084208478,1
A5074131915,A5063172364,1
A5074131915,A5084208478,1
A5063172364,A5084208478,1
A5084615254,A5041057723,2
A5084615254,A5079571573,1
A5084615254,A5067659457,1
A5084615254,A5012675535,1
A5084615254,A5023835965,1
A5041057723,A5065302871,1
A5041057723,A5087293091,2
A5041057723,A5021838259,1
A5041057723,A5067659457,4
A5041057723,A5053892732,1
A5041057723,A5089470104,1
A5041057723,A5005289149,1
A5041057723,A5038895380,1
A5041057723,A5079571573,1
A5041057723,A5012675535,1
A5041057723,A5023835965,1
A5041057723,A5013777042,1
A5041057723,A5086990384,1
A5041057723,A5057929288,1
A5041057723,A5023052681,1
A5041057723,A5023875296,1
A5041057723,A5088433291,1
A5020507166,A5016844947,1
A5020507166,A5011654520,1
A5020507166,LOCAL_A000659,1
A5020507166,A5113942299,1
A5016844947,A5011654520,1
A5016844947,LOCAL_A000659,1
A5016844947,A5113942299,1
A5011654520,LOCAL_A000659,1
A5011654520,A5113942299,1
LOCAL_A000659,A5113942299,1
A5053664482,A5078522070,2
A5053664482,A5087097985,2
A5053664482,A5063159047,1
A5053664482,A5030100270,1
A5053664482,A5066553195,2
A5053664482,A5030190819,1
A5053664482,A5077817519,1
A5053664482,A5079727585,1
A5053664482,A5112515358,1
A5078522070,A5087097985,2
A5078522070,A5063159047,1
A5078522070,A5030100270,1
A5078522070,A5066553195,1
A5078522070,A5030190819,1
A5078522070,A5077817519,1
A5087097985,A5063159047,1
A5087097985,A5030100270,2
A5087097985,A5066553195,1
A5087097985,A5030190819,1
A5087097985,A5077817519,1
A5087097985,A5027177538,1
A5087097985,A5091512952,2
A5087097985,A5048155073,1
A5087097985,A5086822781,1
A5087097985,A5034973872,1
A5087097985,A5015647530,1
A5087097985,A5068124673,1
A5087097985,A5036002983,1
A5063159047,A5030100270,1
A5030100270,A5048155073,1
A5030100270,A5086822781,1
A5030100270,A5034973872,1
A5030100270,A5091512952,1
A5030100270,A5001562845,2
A5030100270,A5001857425,2
A5030100270,A5033629831,2
A5030100270,A5059380500,2
A5030100270,A5088984994,2
